,Summary_NR,Reporting_ID,Event_Date,Event_Time,Classification,event year,Event_Description,Event_Keyword,End_Use,Stories_in_Building,Height_for_Non_Building,Project_Cost,Project_Type,Associated_SICs,Fatality,Related_Inspection_NR,Original classification,Age,Sex,Nature_of_Injury,Part_of_Body,Source_of_Injury,Event_Type,Environmental_Factor,Human_Factor,Occupation_Code,Degree_of_Injury,Task_Assigned,Hazardous_Substance,Operation_Code,Cause_of_Injury,Cause_of_Fatality,Distance_of_Fall,Height_of_Person,Injury_ID,Activity_NR,State_Flag,Name,Address,City,State,Zip,Owner_Type,Owner_Code,Advance_Notice,Safety_Health,SIC,NAICS,Inspection_Type,Inspection_Scope,Why_No_Inspection,Union,Safety_Planning_Guide_Manf,Safety_Planning_Guide_Const,Safety_Planning_Guide_Maritime,Health_Planning_Guide_Manuf,Health_Planning_Guide_Constr,Health_Planning_Guide_Maritime,Migrant,Mailing_Street,Mailing_City,Mailing_State,Mailing_Zip,No__in_Establishment,Open_Date,Case_Mod_Date,Conf_Closed,Case_Closed,total_current_penalty
109,14302301,653510,20-OCT-87 12.00.00.000000 AM,,Process,87,BOILER EXPLOSION KILLS ONE EMPLOYEE,"HEAD,SHOCK,AMPUTATED,PRESSURE VESSEL,BOILER,EXPLOSION,FLYING OBJECT",,,,,,2911,X,104707153,process,59,Male,6,13,6,1,5,4,766,1,1,1640,0,0,0,,,1,104707153,,"NAVAJO REFINING COMPANY, LLC",501 E. MAIN,ARTESIA,NM,88211,Private,0,Yes,S,2911,0,Accident,Partial,,Yes,X,,,,,,,PO BOX 159,ARTESIA,NM,88211,340,21-Oct-87,28-Mar-14,22-Oct-87,22-Jun-88,960
110,14301675,653510,20-OCT-87 12.00.00.000000 AM,,Process,87,"One employee killed, one injured in boiler explosion","PILOT LIGHT,HEAD,SHOCK,BOILER,NATURAL GAS,EQUIPMENT FAILURE,EXPLOSION,STRUCK BY,FLYING OBJECT",,,,,,2911,X,104707153,process,59,Male,1,13,6,1,5,4,766,1,1,1640,0,0,0,,,1,104707153,,"NAVAJO REFINING COMPANY, LLC",501 E. MAIN,ARTESIA,NM,88211,Private,0,Yes,S,2911,0,Accident,Partial,,Yes,X,,,,,,,PO BOX 159,ARTESIA,NM,88211,340,21-Oct-87,28-Mar-14,22-Oct-87,22-Jun-88,960
111,14301675,653510,20-OCT-87 12.00.00.000000 AM,,Process,87,"One employee killed, one injured in boiler explosion","PILOT LIGHT,HEAD,SHOCK,BOILER,NATURAL GAS,EQUIPMENT FAILURE,EXPLOSION,STRUCK BY,FLYING OBJECT",,,,,,2911,X,104707153,process,25,Male,21,29,6,13,18,4,766,3,1,1640,0,0,0,,,2,104707153,,"NAVAJO REFINING COMPANY, LLC",501 E. MAIN,ARTESIA,NM,88211,Private,0,Yes,S,2911,0,Accident,Partial,,Yes,X,,,,,,,PO BOX 159,ARTESIA,NM,88211,340,21-Oct-87,28-Mar-14,22-Oct-87,22-Jun-88,960
112,14302301,653510,20-OCT-87 12.00.00.000000 AM,,Process,87,BOILER EXPLOSION KILLS ONE EMPLOYEE,"HEAD,SHOCK,AMPUTATED,PRESSURE VESSEL,BOILER,EXPLOSION,FLYING OBJECT",,,,,,2911,X,104707153,process,25,Male,21,29,6,13,18,4,766,3,1,1640,0,0,0,,,2,104707153,,"NAVAJO REFINING COMPANY, LLC",501 E. MAIN,ARTESIA,NM,88211,Private,0,Yes,S,2911,0,Accident,Partial,,Yes,X,,,,,,,PO BOX 159,ARTESIA,NM,88211,340,21-Oct-87,28-Mar-14,22-Oct-87,22-Jun-88,960
113,675447,454510,18-SEP-87 12.00.00.000000 AM,,Personnel,87,Employee killed when run over by bush hog,"WORK RULES,EQUIPMENT OPERATOR,SEAT BELT,FALL,TRACTOR,LOST BALANCE,RUN OVER,BUSH HOG",,,,,,2911,X,105447676,personnel,21,Male,21,13,30,14,18,1,856,1,1,,0,0,0,,,1,105447676,,"EXXON COMPANY, U. S. A.",1445 GREENLEAF ST.,CHARLESTON,SC,29411,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,1251 AVE. OF THE AMERICAS,NEW YORK,NY,10020,53,22-Sep-87,,14-Oct-87,12-Apr-88,560
114,14224075,355112,24-MAY-88 12.00.00.000000 AM,,Process,88,"ONE EMPLOYEE KILLED, ONE INJURED IN EXPLOSION","BURN,FIRE,NAPHTHA,EXPLOSION,REFINERY",,,,,,2911,X,105699789,process,25,Male,5,19,16,14,10,17,214,2,1,2037,0,0,0,,,2,105699789,,AMOCO OIL CO.,2201 GOODWIN NECK ROAD,YORKTOWN,VA,23692,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,212,25-May-88,,16-Jun-88,4-Oct-88,700
115,14224075,355112,24-MAY-88 12.00.00.000000 AM,,Process,88,"ONE EMPLOYEE KILLED, ONE INJURED IN EXPLOSION","BURN,FIRE,NAPHTHA,EXPLOSION,REFINERY",,,,,,2911,X,105699789,process,35,Male,5,19,16,14,10,17,214,1,1,2037,0,0,0,,,1,105699789,,AMOCO OIL CO.,2201 GOODWIN NECK ROAD,YORKTOWN,VA,23692,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,212,25-May-88,,16-Jun-88,4-Oct-88,700
116,14422356,729700,01-AUG-89 12.00.00.000000 AM,,Process,89,EMPLOYEES KILLED AND HOSPITALIZED DUE TO PROPANE FIRE,"PROPANE,BURN,FURNACE,HEAT,VAPOR,FIRE",,,,,,"29,111,629",X,106022353,process,39,Male,5,19,16,2,7,1,999,2,2,2150,0,0,0,,,2,106022353,,"FARMLAND INDUSTRIES, INC.",400 N. LINDEN RD.,COFFEYVILLE,KS,67337,Private,0,No,H,2911,0,Complaint,Partial,,Yes,,,,,,,,P.O. BOX 570,COFFEYVILLE,KS,67337,350,4-Aug-89,21-Jul-05,18-Oct-89,31-Jan-91,1350
117,14422356,729700,01-AUG-89 12.00.00.000000 AM,,Process,89,EMPLOYEES KILLED AND HOSPITALIZED DUE TO PROPANE FIRE,"PROPANE,BURN,FURNACE,HEAT,VAPOR,FIRE",,,,,,"29,111,629",X,106022353,process,37,Male,5,19,16,2,7,1,999,1,2,2150,0,0,0,,,1,106022353,,"FARMLAND INDUSTRIES, INC.",400 N. LINDEN RD.,COFFEYVILLE,KS,67337,Private,0,No,H,2911,0,Complaint,Partial,,Yes,,,,,,,,P.O. BOX 570,COFFEYVILLE,KS,67337,350,4-Aug-89,21-Jul-05,18-Oct-89,31-Jan-91,1350
118,14521231,524530,11-JUN-91 02.40.00.000000 PM,,Personnel,91,ELECTRIC SHOCK - GROUND FAULT IN TRANSFORMER,"E GI V,ELECTRICAL,ELECTRICIAN,ELECTROCUTED,ELECTRICAL WORK,GROUND FAULT,EQUIPMENT GROUNDING,TRANSFORMER",,,,,,2911,X,106552631,personnel,42,Male,10,29,15,13,18,13,575,1,1,,0,0,0,,,1,106552631,,INDIAN REFINERY,SOUTH 7TH STREET,LAWRENCEVILLE,IL,62439,Private,0,Yes,S,2911,0,Accident,Partial,,No,,,,,,,,P.O. BOX 519,LAWRENCEVILLE,IL,62439,400,13-Jun-91,,14-Jun-91,10-Sep-91,5000
119,14383152,524530,20-MAR-92 02.00.00.000000 AM,,Process,92,Eight employees burned in flash fire,"BURN,DISMANTLING,FIRE,CONSTRUCTION",,,,,,"29,111,629",,106553639,process,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,981,106553639,,MARATHON OIL COMPANY,808 SOUTH STEEL STREET,ROBINSON,IL,62454,Private,0,Yes,H,2911,0,Unprog Rel,Partial,,No,,,,,,,,,,,0,610,20-Mar-92,,18-May-92,8-Jul-92,
120,14487003,215600,20-JUL-88 12.00.00.000000 AM,,Personnel,88,Employee killed when struck by falling steel plate,"STEEL PLATE,UNSECURED,STRUCK BY,FALLING OBJECT,UNSTABLE POSITION",,,,,,2911,X,106825144,personnel,35,Male,21,13,8,1,6,4,889,1,1,,0,0,0,,,1,106825144,,NEW YORK PAVING CO.,32-02 COLLEGE POINT BLVD.,COLLEGE POINT,NY,11356,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,9,20-Jul-88,,25-Jul-88,21-Nov-89,800
122,14499214,626600,28-FEB-89 12.00.00.000000 AM,,Process,89,"One employee killed, one injured in frac tower fire","FLAMMABLE VAPORS,FIRE,FRAC TANK,SMOKE,UNTRAINED,HIGH TEMPERATURE",,,,,,2911,X,107368219,process,38,Male,5,28,16,8,7,1,999,1,1,,0,0,0,,,1,107368219,,FINA OIL AND CHEMICAL COMPANY,HWY 366 AND 32ND ST.,PORT ARTHUR,TX,77640,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,P.O.BOX 849,PORT ARTHUR,TX,77640,446,28-Feb-89,,21-Mar-89,24-Oct-90,200
123,14499214,626600,28-FEB-89 12.00.00.000000 AM,,Process,89,"One employee killed, one injured in frac tower fire","FLAMMABLE VAPORS,FIRE,FRAC TANK,SMOKE,UNTRAINED,HIGH TEMPERATURE",,,,,,2911,X,107368219,process,30,Female,5,4,16,10,7,1,999,2,1,,0,0,0,,,2,107368219,,FINA OIL AND CHEMICAL COMPANY,HWY 366 AND 32ND ST.,PORT ARTHUR,TX,77640,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,P.O.BOX 849,PORT ARTHUR,TX,77640,446,28-Feb-89,,21-Mar-89,24-Oct-90,200
124,14322192,317500,15-MAY-90 12.00.00.000000 AM,,Process,90,Employee killed in gasoline fire,"BURN,MAINTENANCE,WORK RULES,FIRE,LOCKOUT,GASOLINE,PUMP,PUMPING STATION",,,,,,2911,X,107377608,process,49,Male,5,4,26,1,10,13,999,1,1,,0,0,0,,,1,107377608,,"AMERICAN REFINING GROUP, INC.",ROUTE 910,INDIANOLA,PA,15051,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,2010 WILLIAM PITT WAY,PITTSBURGH,PA,15238,17,17-May-90,4-Jan-08,17-May-90,26-Sep-90,600
125,361143951,626700,13-MAY-96 09.30.00.000000 AM,,Process,96,THREE EMPLOYEES INJURED IN FIRE,"BURN,VAPOR,FIRE,STORAGE TANK,GASOLINE",,,,,,2911,,107486672,process,49,Male,5,4,9,14,7,1,999,2,1,,0,0,0,,,2,107486672,,STAR ENTERPRISE,NORTH END OF HOUSTON AVENUE,PORT ARTHUR,TX,77640,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 712,PORT ARTHUR,TX,77641,1130,14-May-96,,14-May-96,2-Oct-97,150000
126,361143951,626700,13-MAY-96 09.30.00.000000 AM,,Process,96,THREE EMPLOYEES INJURED IN FIRE,"BURN,VAPOR,FIRE,STORAGE TANK,GASOLINE",,,,,,2911,,107486672,process,51,Male,5,4,9,14,7,1,999,2,1,,0,0,0,,,1,107486672,,STAR ENTERPRISE,NORTH END OF HOUSTON AVENUE,PORT ARTHUR,TX,77640,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 712,PORT ARTHUR,TX,77641,1130,14-May-96,,14-May-96,2-Oct-97,150000
127,361143951,626700,13-MAY-96 09.30.00.000000 AM,,Process,96,THREE EMPLOYEES INJURED IN FIRE,"BURN,VAPOR,FIRE,STORAGE TANK,GASOLINE",,,,,,2911,,107486672,process,53,Male,5,4,9,14,7,1,999,2,1,,0,0,0,,,3,107486672,,STAR ENTERPRISE,NORTH END OF HOUSTON AVENUE,PORT ARTHUR,TX,77640,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,P.O. BOX 712,PORT ARTHUR,TX,77641,1130,14-May-96,,14-May-96,2-Oct-97,150000
128,14410658,626700,13-MAR-93 04.30.00.000000 PM,,Process,93,Employee dies after overexposure to chemicals,"MAINTENANCE,UNCONSCIOUSNESS,HYDROGEN SULFIDE,WORK RULES,TOXIC ATMOSPHERE,VALVE,CHEMICAL VAPOR,OVEREXPOSURE,WATER",,,,,,2911,X,107488389,process,53,Male,2,4,9,8,7,18,999,1,1,1480,0,0,0,,,1,107488389,,STAR ENTERPRISE,NORTH END OF HOUSTON AVENUE,PORT ARTHUR,TX,77640,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,X,,,,P.O. BOX 712,PORT ARTHUR,TX,77641,1520,15-Mar-93,,16-Mar-93,28-Jul-95,9000
129,14407944,626700,22-SEP-93 01.00.00.000000 PM,,Process,93,"1 employee killed, 2 injured when struck by flying debris","FRACTURE,WORK RULES,ENGINE,EQUIPMENT FAILURE,STRUCK BY,FLYING OBJECT,FACE,HIP,LEG",,,,,,2911,X,107489684,process,25,Male,12,14,26,1,5,18,999,1,2,,0,0,0,,,1,107489684,,PHILLIPS REFINING COMPANY-SWEENEY COMPLEX,TEXAS HIGHWAY 35 AT FM ROAD 524,OLD OCEAN,TX,77463,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,1454,23-Sep-93,,10-Nov-93,12-Aug-94,
130,14407944,626700,22-SEP-93 01.00.00.000000 PM,,Process,93,"1 employee killed, 2 injured when struck by flying debris","FRACTURE,WORK RULES,ENGINE,EQUIPMENT FAILURE,STRUCK BY,FLYING OBJECT,FACE,HIP,LEG",,,,,,2911,X,107489684,process,30,Male,12,9,26,1,5,18,999,2,1,,0,0,0,,,2,107489684,,PHILLIPS REFINING COMPANY-SWEENEY COMPLEX,TEXAS HIGHWAY 35 AT FM ROAD 524,OLD OCEAN,TX,77463,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,1454,23-Sep-93,,10-Nov-93,12-Aug-94,
131,14407944,626700,22-SEP-93 01.00.00.000000 PM,,Process,93,"1 employee killed, 2 injured when struck by flying debris","FRACTURE,WORK RULES,ENGINE,EQUIPMENT FAILURE,STRUCK BY,FLYING OBJECT,FACE,HIP,LEG",,,,,,2911,X,107489684,process,29,Male,12,18,26,1,5,18,999,2,1,,0,0,0,,,3,107489684,,PHILLIPS REFINING COMPANY-SWEENEY COMPLEX,TEXAS HIGHWAY 35 AT FM ROAD 524,OLD OCEAN,TX,77463,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,1454,23-Sep-93,,10-Nov-93,12-Aug-94,
132,14221071,626700,20-AUG-93 01.00.00.000000 PM,,Personnel,93,ELECTRIC SHOCK - DIRECT CONTACT WITH ENERGIZED PARTS,"E GI IV,ELECTRICAL,ELECTRICAL TESTING,ELECTRICIAN,ELECTROCUTED,ELECTRICAL WORK,LOCKOUT,ELECTRICAL CABINET",,,,,,2911,X,107493876,personnel,47,Male,10,29,15,12,13,18,575,1,1,,0,0,0,,,1,107493876,,AMOCO REFINING COMPANY,2501 FIFTH AVENUE SOUTH,TEXAS CITY,TX,77592,Private,0,No,S,2911,0,Accident,Partial,,No,X,,,,,,,P.O. BOX 401,TEXAS CITY,TX,77592,2200,20-Aug-93,,13-Sep-93,27-Mar-95,7750
134,14219919,626600,06-APR-92 12.00.00.000000 AM,,Process,92,Employee killed when burned by hexane release,"BURN,CHEMICAL BURN,ACCIDENTAL DISCHARGE,HEXANE",,,,,,2911,X,107562142,process,36,Male,4,4,9,14,7,6,999,1,1,1380,0,0,0,,,1,107562142,,AMOCO OIL COMPANY,"2410 5TH AVENUE, SOUTH",TEXAS CITY,TX,77592,Private,0,No,S,2911,0,Referral,Partial,,Yes,X,,,,,,,P.O.BOX 401,TEXAS CITY,TX,77592,1,6-Apr-92,,17-Jun-92,9-Nov-92,5000
135,514752,625700,21-JAN-90 12.00.00.000000 AM,,Personnel,90,Employee struck and killed by swinging marine arm,"LONGSHORING,BARGE,STRUCK BY,FLYING OBJECT,WORK RULES,SLIP,OFF LOADING,CHEST,WIRE ROPE",,,,,,"4,491,353,329,111,620",X,107630055,personnel,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,981,107630055,,BP OIL COMPANY,LA 23 SOUTH,BELLE CHASSE,LA,70037,Private,0,No,S,2911,0,Unprog Rel,Partial,,No,X,,,,,,,P.O. BOX 395,BELLE CHASSE,LA,70037,316,21-Jan-90,,2-Feb-90,28-Feb-90,
136,170080865,625700,02-AUG-93 04.21.00.000000 AM,,Process,93,Three employees burned to death in hydrocarbon fire,"BURN,LEAK,FLAMMABLE VAPORS,DRUM,FIRE,COKE DRUM,ACCIDENTAL DISCHARGE",,,,,,2911,X,107635203,process,27,Male,5,19,35,14,10,14,999,1,1,,0,0,0,,,3,107635203,,"HALL-BUCK MARINE, INC.",4045 SCENIC HWY,BATON ROUGE,LA,70805,Private,0,Yes,S,2911,0,Accident,Partial,,No,,,,,,,,POB 35,BURNSIDE,LA,70738,49,3-Aug-93,,19-Jan-94,10-Jun-94,8000
137,170080865,625700,02-AUG-93 04.21.00.000000 AM,,Process,93,Three employees burned to death in hydrocarbon fire,"BURN,LEAK,FLAMMABLE VAPORS,DRUM,FIRE,COKE DRUM,ACCIDENTAL DISCHARGE",,,,,,2911,X,107635211,process,28,Female,5,19,35,14,10,14,999,1,1,,0,0,0,,,1,107635211,,"EXXON COMPANY, USA",4045 SCENIC HWY,BATON ROUGE,LA,70814,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,POB 551,BATON ROUGE,LA,70814,2077,2-Aug-93,16-Jan-08,1-Feb-94,5-Jun-95,150000
138,170080865,625700,02-AUG-93 04.21.00.000000 AM,,Process,93,Three employees burned to death in hydrocarbon fire,"BURN,LEAK,FLAMMABLE VAPORS,DRUM,FIRE,COKE DRUM,ACCIDENTAL DISCHARGE",,,,,,2911,X,107635211,process,37,Male,5,19,35,14,10,14,999,1,1,,0,0,0,,,2,107635211,,"EXXON COMPANY, USA",4045 SCENIC HWY,BATON ROUGE,LA,70814,Private,0,No,S,2911,0,Accident,Partial,,Yes,,,,,,,,POB 551,BATON ROUGE,LA,70814,2077,2-Aug-93,16-Jan-08,1-Feb-94,5-Jun-95,150000
139,755843,855610,02-MAR-90 12.00.00.000000 AM,,Process,90,Employees injured in separate refinery accidents,"BURN,VAPOR,OPEN VALVE,WORK RULES,FIRE,INHALATION,HOSE,RUPTURE,NECK,FACE",,,,,,2911,,107867970,process,35,Male,21,28,45,8,7,1,999,3,2,,0,0,0,,,2,107867970,,FRONTIER REFINING INC,2700 EAST 5TH STREET,CHEYENNE,WY,82003,Private,0,No,S,2911,0,Accident,Complete,,Yes,X,,,,,,,PO BOX 1588,CHEYENNE,WY,82003,210,9-Mar-90,23-Nov-10,9-Mar-90,2-Apr-90,
140,755843,855610,02-MAR-90 12.00.00.000000 AM,,Process,90,Employees injured in separate refinery accidents,"BURN,VAPOR,OPEN VALVE,WORK RULES,FIRE,INHALATION,HOSE,RUPTURE,NECK,FACE",,,,,,2911,,107867970,process,35,Male,21,28,45,8,7,1,999,3,2,,0,0,0,,,3,107867970,,FRONTIER REFINING INC,2700 EAST 5TH STREET,CHEYENNE,WY,82003,Private,0,No,S,2911,0,Accident,Complete,,Yes,X,,,,,,,PO BOX 1588,CHEYENNE,WY,82003,210,9-Mar-90,23-Nov-10,9-Mar-90,2-Apr-90,
141,755843,855610,02-MAR-90 12.00.00.000000 AM,,Process,90,Employees injured in separate refinery accidents,"BURN,VAPOR,OPEN VALVE,WORK RULES,FIRE,INHALATION,HOSE,RUPTURE,NECK,FACE",,,,,,2911,,107867970,process,35,Male,5,9,16,14,10,17,999,2,1,,0,0,0,,,1,107867970,,FRONTIER REFINING INC,2700 EAST 5TH STREET,CHEYENNE,WY,82003,Private,0,No,S,2911,0,Accident,Complete,,Yes,X,,,,,,,PO BOX 1588,CHEYENNE,WY,82003,210,9-Mar-90,23-Nov-10,9-Mar-90,2-Apr-90,
142,14559694,855610,29-DEC-89 12.00.00.000000 AM,,Personnel,89,Employee killed by collapsing pulling chain,"CHAIN,CHEST,HOISTING MECHANISM,EQUIPMENT FAILURE,BOLT,STRUCK BY,FALLING OBJECT,CRANE",,,,,,2911,X,107868465,Personnel,48,Male,21,5,24,1,8,1,585,1,1,2310,0,0,0,,,1,107868465,,AMOCO OIL CO.,1707 WEST YELLOWSTONE,CASPER,WY,82601,Private,0,Yes,S,2911,0,Accident,Complete,,Yes,X,,,,,,,P.O. BOX 160,CASPER,WY,82602,210,2-Jan-90,,4-Jan-90,16-Jul-90,960
143,14559744,855610,23-DEC-89 12.00.00.000000 AM,,Process,89,One employee dies and one injured in fire caused by gas leak,"BURN,BUTANE,FLAMMABLE VAPORS,WORK RULES,FIRE,GAS LEAK,COMMUNICATION",,,,,,2911,X,107868663,Process,33,Male,4,31,16,2,7,1,999,1,1,420,0,0,0,,,1,107868663,,AMOCO OIL CO.,1707 WEST YELLOWSTONE,CASPER,WY,82601,Private,0,Yes,S,2911,0,Accident,Complete,,Yes,X,,,,,,,P.O. BOX 160,CASPER,WY,82602,210,27-Dec-89,,29-Dec-89,24-Aug-90,
144,14559744,855610,23-DEC-89 12.00.00.000000 AM,,Process,89,One employee dies and one injured in fire caused by gas leak,"BURN,BUTANE,FLAMMABLE VAPORS,WORK RULES,FIRE,GAS LEAK,COMMUNICATION",,,,,,2911,X,107868663,Process,31,Male,4,9,16,14,7,1,999,2,2,420,0,0,0,,,2,107868663,,AMOCO OIL CO.,1707 WEST YELLOWSTONE,CASPER,WY,82601,Private,0,Yes,S,2911,0,Accident,Complete,,Yes,X,,,,,,,P.O. BOX 160,CASPER,WY,82602,210,27-Dec-89,,29-Dec-89,24-Aug-90,
145,996868,551800,01-AUG-89 12.00.00.000000 AM,,Process,89,EMPLOYEES KILLED AND HOSPITALIZED DUE TO CHEMICAL EXPOSURE,"RESPIRATORY,TOXIC ATMOSPHERE,CHEMICAL BURN,BURN,CONFINED SPACE,CHEMICAL REACTION,CHEMICAL VAPOR",,,,,,"29,113,743",X,107923922,Process,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,981,107923922,,AMOCO WHITING LUBE PLANT,2300 STANDARD AVENUE,WHITING,IN,46394,Private,0,No,H,2911,0,Accident,Partial,,Yes,,,,,,,,,,,0,166,3-Aug-89,,11-Aug-89,27-Nov-91,14000
146,755074,653510,09-JUN-91 12.00.00.000000 AM,,Process,91,EMPLOYEE DIES FROM EXPOSURE TO CHEMICAL PRODUCT FUMES,"TRICHLOROETHANE,TOXIC FUMES,POISONING,CHEMICAL,WORK RULES,HEART,PULMONARY EDEMA,CONFINED SPACE",,,,,,"171,129,113,443",X,108504333,Process,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,982,108504333,,TRANSWESTERN PIPELINE,2626 W MARLAND,HOBBS,NM,88240,Private,0,Yes,H,2911,0,Unprog Rel,Complete,,No,,,,,,,,,,,0,40,9-Jul-91,16-Nov-07,9-Jul-91,2-Dec-91,
147,755116,653510,15-JUL-91 12.00.00.000000 AM,,Process,91,Employee killed escaping gas stream,"HARD HAT,GAS WELL,WORK RULES,SKULL,VALVE,PLATFORM,FRACTURE,STRUCK AGAINST,HIGH PRESSURE,OIL WELL SERVICING",,,,,,"29,111,389",X,108505033,Process,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,,983,108505033,,MARATHON OIL,N LOOP RD OFF CANAL ST,CARLSBAD,NM,88220,Private,0,Yes,S,2911,0,Unprog Rel,Partial,,No,,,,,,,,PO BOX 552,MIDLAND,TX,79702,13,16-Jul-91,19-Dec-07,16-Jul-91,16-Jan-92,
148,170107452,551800,25-NOV-90 12.00.00.000000 AM,,Process,90,Employee burned when flammable vapors ignite,"BURN,FLAMMABLE VAPORS,FIRE,FLASHBACK",,,,,,2911,,108559105,Process,43,Male,4,19,35,1,9,6,863,2,1,,0,0,0,,,1,108559105,,INDIANA FARM BUREAU CO-OP ASSOC INC,1200 REFINERY ROAD,MOUNT VERNON,IN,47620,Private,0,No,S,2911,0,Accident,Partial,,No,X,,,,,,,,,,0,158,27-Nov-90,,21-Mar-91,30-Apr-91,3000
149,904474,551800,20-FEB-90 12.00.00.000000 AM,,Process,90,"Two employees killed, four injured in explosion and fire","BURN,OXYGEN,RESPIRATORY,LUNG,WORK RULES,FIRE,EXPLOSION,LP GAS,SMOKE INHALATION,CHEMICAL",,,,,,2911,X,108646019,Process,57,Male,5,31,16,8,9,6,804,2,1,,0,0,0,,,3,108646019,,AMOCO OIL COMPANY WHITING REFINERY,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,1600,20-Feb-90,3-Oct-08,18-Jul-90,8-Nov-98,64500
150,904474,551800,20-FEB-90 12.00.00.000000 AM,,Process,90,"Two employees killed, four injured in explosion and fire","BURN,OXYGEN,RESPIRATORY,LUNG,WORK RULES,FIRE,EXPLOSION,LP GAS,SMOKE INHALATION,CHEMICAL",,,,,,2911,X,108646019,Process,40,Male,5,19,16,14,9,6,503,1,1,,0,0,0,,,1,108646019,,AMOCO OIL COMPANY WHITING REFINERY,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,1600,20-Feb-90,3-Oct-08,18-Jul-90,8-Nov-98,64500
151,904474,551800,20-FEB-90 12.00.00.000000 AM,,Process,90,"Two employees killed, four injured in explosion and fire","BURN,OXYGEN,RESPIRATORY,LUNG,WORK RULES,FIRE,EXPLOSION,LP GAS,SMOKE INHALATION,CHEMICAL",,,,,,2911,X,108646019,Process,38,Male,5,31,16,8,9,6,804,2,1,,0,0,0,,,5,108646019,,AMOCO OIL COMPANY WHITING REFINERY,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,1600,20-Feb-90,3-Oct-08,18-Jul-90,8-Nov-98,64500
152,904474,551800,20-FEB-90 12.00.00.000000 AM,,Process,90,"Two employees killed, four injured in explosion and fire","BURN,OXYGEN,RESPIRATORY,LUNG,WORK RULES,FIRE,EXPLOSION,LP GAS,SMOKE INHALATION,CHEMICAL",,,,,,2911,X,108646019,Process,33,Male,5,19,16,14,9,6,804,2,1,,0,0,0,,,6,108646019,,AMOCO OIL COMPANY WHITING REFINERY,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,1600,20-Feb-90,3-Oct-08,18-Jul-90,8-Nov-98,64500
153,904474,551800,20-FEB-90 12.00.00.000000 AM,,Process,90,"Two employees killed, four injured in explosion and fire","BURN,OXYGEN,RESPIRATORY,LUNG,WORK RULES,FIRE,EXPLOSION,LP GAS,SMOKE INHALATION,CHEMICAL",,,,,,2911,X,108646019,Process,40,Male,5,19,16,14,9,6,503,1,1,,0,0,0,,,2,108646019,,AMOCO OIL COMPANY WHITING REFINERY,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,1600,20-Feb-90,3-Oct-08,18-Jul-90,8-Nov-98,64500
154,904474,551800,20-FEB-90 12.00.00.000000 AM,,Process,90,"Two employees killed, four injured in explosion and fire","BURN,OXYGEN,RESPIRATORY,LUNG,WORK RULES,FIRE,EXPLOSION,LP GAS,SMOKE INHALATION,CHEMICAL",,,,,,2911,X,108646019,Process,43,Male,5,31,16,8,9,6,804,2,1,,0,0,0,,,4,108646019,,AMOCO OIL COMPANY WHITING REFINERY,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,Private,0,No,S,2911,0,Accident,Partial,,Yes,X,,,,,,,,,,0,1600,20-Feb-90,3-Oct-08,18-Jul-90,8-Nov-98,64500
